,id_ponto,lat_pred,lon_pred
1153,6501,-8.054696239186798,-34.951452017966126
743,2999,-8.057632407921526,-34.951260917651865
4938,3022,-8.057873010056634,-34.95119262765532
611,5775,-8.056319783178528,-34.9526217710765
2045,4334,-8.05598429400293,-34.95080072887387
4464,9436,-8.049859720702457,-34.95251413490629
4369,7935,-8.050937483540048,-34.94785081674284
5444,8900,-8.051273874508324,-34.95320869037112
3413,4774,-8.05569212740679,-34.95305447835442
1726,1520,-8.054219226477128,-34.95075226871254
5296,4904,-8.055177014683943,-34.9531663518953
3659,2524,-8.056924480515185,-34.951623615773634
4075,2096,-8.055155732024849,-34.94987095783226
4932,2390,-8.056978608542094,-34.95160392173484
167,228,-8.054229037518187,-34.95171227304345
6555,1843,-8.054157328412945,-34.95001959199675
5562,7980,-8.05202096108005,-34.948643995092134
5720,943,-8.05552128888137,-34.95038967135722
5119,968,-8.055430552629424,-34.95044333342728
4160,2583,-8.056945266145634,-34.951615630801285
6132,384,-8.054609668716315,-34.951574495263614
6706,1021,-8.055273734362736,-34.95048689024885
2127,5608,-8.055977053731183,-34.952751633683384
4245,8650,-8.052684252927655,-34.95177154596628
1074,5820,-8.055900631592584,-34.952774275944414
5220,3623,-8.055487278092498,-34.952362496125346
4934,42,-8.055366304109485,-34.95129848791868
4954,1026,-8.055273734362736,-34.95048689024885
996,7961,-8.051492985618031,-34.949834323617125
1335,4159,-8.055894267352109,-34.950989719277516
2910,6717,-8.053834356826302,-34.95184312798958
683,849,-8.055517291639275,-34.95046805585009
2799,7288,-8.05480696849034,-34.95149062912432
373,6170,-8.055333625367247,-34.951543231050486
6617,6776,-8.056032757593407,-34.953454134685366
1108,2099,-8.055254095194286,-34.9500807467238
308,8832,-8.051495274210069,-34.95489090618707
4903,963,-8.05537697100761,-34.95046484073367
1768,6531,-8.055123928651794,-34.95130071828884
3908,1991,-8.054585583146014,-34.94959717264863
2022,7006,-8.053839466595507,-34.952322307043204
3297,2660,-8.057666882115381,-34.9513603515104
2929,3718,-8.056217446488972,-34.9510398022445
3227,7169,-8.055538300777776,-34.953410724831826
3260,6639,-8.053687862738343,-34.951946056792536
6100,6544,-8.054974285457993,-34.95136078407092
2673,6781,-8.055568437213134,-34.953616545428275
1002,797,-8.055023595176612,-34.95142824420587
6742,6396,-8.055055378549099,-34.95135315536689
1694,5803,-8.055900631592584,-34.952774275944414
4982,3726,-8.056184643500888,-34.951051737342766
5099,275,-8.055457487745967,-34.95126531150016
1371,1553,-8.05424495282755,-34.950806576637895
1765,2053,-8.055298561611293,-34.950300783197115
4329,522,-8.054941910866477,-34.95145311284043
1420,808,-8.055517291639275,-34.95046805585009
6301,2786,-8.057186174831513,-34.951494091729984
322,5883,-8.055809370745013,-34.951757569803185
248,2549,-8.056396116822215,-34.951810530025156
6230,7494,-8.053736254490916,-34.95265983016242
3102,5194,-8.05550242180113,-34.952907823327564
4523,1403,-8.054392076793704,-34.95071839388873
5245,7090,-8.055092849156901,-34.95233803262304
5522,8855,-8.050901113944272,-34.9562584107019
2164,8166,-8.05173909945466,-34.947993079315054
3366,2309,-8.052543941257358,-34.95061676645411
4952,3865,-8.055364998519568,-34.951350645752875
736,7563,-8.052440647749265,-34.95889122254711
91,6999,-8.053583523972142,-34.953396459227186
1543,3961,-8.056002591921674,-34.95107700458568
318,4271,-8.05598429400293,-34.95080072887387
6086,1331,-8.054371701207366,-34.950690159907865
3708,8841,-8.05068959460218,-34.953983673589704
2457,8502,-8.052587840257598,-34.9565929139016
5238,5631,-8.055087622279496,-34.953063141528446
4392,365,-8.05507165159181,-34.95141140107462
1056,375,-8.054465795898185,-34.95162572894198
5945,4208,-8.055986652729247,-34.950847052059025
3539,5823,-8.055900631592584,-34.952774275944414
3114,52,-8.055366304109485,-34.95129848791868
5842,6166,-8.055380442403333,-34.9515266690282
4562,2710,-8.056982578971386,-34.95160243099405
2678,5665,-8.055323706876072,-34.95297890485884
6003,9005,-8.050241341077406,-34.950501648084405
2154,4994,-8.05535451559685,-34.95261339877387
2024,4487,-8.055454077192861,-34.952863824041664
1375,977,-8.055337071891454,-34.95045805518722
6085,4261,-8.056038603776262,-34.95078151621644
4652,1725,-8.054746915637788,-34.94940958334007
1103,9242,-8.051613975017979,-34.95504323075499
1192,4417,-8.05616743380378,-34.9526042750876
2210,9648,-8.049270911595237,-34.95130573530572
2513,6347,-8.055523678986287,-34.95114885153178
4762,6018,-8.056375523346247,-34.95094833277344
265,8619,-8.051386252842835,-34.9534491099198
3555,5482,-8.055202604164474,-34.953017606829114
4222,8784,-8.051445211447652,-34.94856497676095
5110,4293,-8.05598429400293,-34.95080072887387
4343,651,-8.055023806489915,-34.951428252489215
4235,9551,-8.048159870256343,-34.95198896730472
3651,7652,-8.053437346736859,-34.949954603815
6714,7099,-8.053749996266694,-34.95271283919089
14,7264,-8.05381927848388,-34.952501169380746
6522,2557,-8.0566780750621,-34.951710784311985
696,322,-8.055120444540837,-34.95138799817861
3182,256,-8.055299253067762,-34.951322883890455
8,2641,-8.057666882115381,-34.9513603515104
4456,9531,-8.049145519867013,-34.95397221322107
1084,9573,-8.049445219925495,-34.952036975478904
332,1350,-8.054375488730056,-34.95067914449956
4101,836,-8.055517291639275,-34.95046805585009
4901,372,-8.054465795898185,-34.95162572894198
4900,3635,-8.055487278092498,-34.952362496125346
2571,7549,-8.05260313099919,-34.95491020779033
2316,741,-8.055023595176612,-34.95142824420587
2398,4937,-8.055609457694045,-34.95261683841737
2615,3551,-8.05554788949787,-34.95234045924066
2034,8719,-8.052224730572043,-34.950428624927326
1421,6867,-8.053116530414933,-34.951697604552926
6303,2504,-8.056924480515185,-34.951623615773634
4538,4285,-8.05598429400293,-34.95080072887387
2880,5187,-8.05550242180113,-34.952907823327564
5979,6738,-8.053890664408332,-34.952979563422474
2592,7945,-8.051585347722238,-34.94739695065026
3407,4928,-8.05571953575429,-34.9527473598988
622,2709,-8.056982578971386,-34.95160243099405
5744,54,-8.055366304109485,-34.95129848791868
3226,7627,-8.053040084068696,-34.95527326422353
6693,7892,-8.051181650742173,-34.95585091492388
2908,1102,-8.054984042462662,-34.950595983338566
4604,8762,-8.051669067481596,-34.952653510019246
3195,4674,-8.055680254594991,-34.95280435644335
1803,844,-8.055517291639275,-34.95046805585009
5827,8994,-8.05031709626357,-34.956324682464796
1215,4170,-8.055928164018985,-34.95089113620455
5711,6852,-8.051456423535605,-34.95062590333591
5501,726,-8.055023595176612,-34.95142824420587
932,755,-8.055023595176612,-34.95142824420587
4852,7030,-8.053514645541402,-34.95309232959752
2031,7975,-8.050508045200605,-34.94912626918199
196,3668,-8.056184643500888,-34.951051737342766
3529,18,-8.055366304109485,-34.95129848791868
4125,475,-8.054839431570304,-34.951491361794226
1339,7852,-8.052129578905813,-34.9490339454244
3210,1227,-8.054240007326584,-34.95081949773981
2080,6613,-8.054974285457993,-34.95136078407092
3717,6142,-8.055428915644908,-34.95151169309326
432,1831,-8.053957475741289,-34.94977174687458
2985,2100,-8.055254095194286,-34.9500807467238
4272,4308,-8.05598429400293,-34.95080072887387
5257,2071,-8.05516588084014,-34.95000440781135
1372,240,-8.05531009105942,-34.95131894057605
3289,266,-8.05534082966814,-34.951307756585294
1882,5756,-8.056628449180945,-34.95250946548228
3852,1781,-8.054281595543287,-34.94980232883809
2338,1911,-8.053860236369962,-34.949474193005415
84,5107,-8.05550242180113,-34.952907823327564
5584,9541,-8.047894933480528,-34.95309132926901
4512,767,-8.055023595176612,-34.95142824420587
4550,5372,-8.056383670232345,-34.95259554541722
425,734,-8.055138911407852,-34.95138628734061
6280,395,-8.054641398227131,-34.95156295074125
4454,1459,-8.054172293668966,-34.950665981327674
3634,2527,-8.056924480515185,-34.951623615773634
3686,8886,-8.052540427894833,-34.95131621085797
1477,5467,-8.055895524016725,-34.9527726264387
604,626,-8.055066197022185,-34.951411077015024
4701,9295,-8.051060244234325,-34.94993852436329
2351,9029,-8.050302237817325,-34.95495075276541
6511,6944,-8.054853603594395,-34.95895043768703
2778,8204,-8.053038437111445,-34.94621502027847
3252,5810,-8.055900631592584,-34.952774275944414
4309,7243,-8.054319292927426,-34.950573308041015
1144,5123,-8.05550242180113,-34.952907823327564
4022,9022,-8.050861811686959,-34.953181135491974
185,7713,-8.052334893889439,-34.958592303519154
1223,3981,-8.055888567560606,-34.95111593620766
1163,8291,-8.05173788736547,-34.94877300108908
865,9045,-8.051845179405586,-34.955040976569755
6664,8392,-8.05214188199909,-34.946963228843586
5247,7729,-8.050665517767447,-34.95517321151938
1188,6405,-8.055055378549099,-34.95135315536689
3936,6534,-8.055123928651794,-34.95130071828884
2771,3947,-8.056036955045338,-34.95108994782836
6099,4719,-8.055536285416592,-34.95296233939438
486,6418,-8.054998153953147,-34.95137397606694
6018,2125,-8.055397058647172,-34.95027898146318
4302,1567,-8.054254403323624,-34.95082652648803
1586,5014,-8.055075031069139,-34.95291064688491
4959,7117,-8.053304914059108,-34.953519014228256
1511,268,-8.0555261283598,-34.9512403371756
5678,8953,-8.051937147264995,-34.95463447391951
5942,6233,-8.055885898148714,-34.95105004808643
5420,1040,-8.05527562812408,-34.9504813825447
5332,9498,-8.050707618306435,-34.951446904061555
2644,1849,-8.054197230507476,-34.95010382469731
2225,114,-8.055446649754309,-34.95126925481456
5369,5776,-8.055900631592584,-34.952774275944414
2020,1093,-8.054984042462662,-34.950595983338566
3881,5223,-8.055644456944444,-34.95285757689153
5563,2667,-8.057666882115381,-34.9513603515104
228,938,-8.055320033916646,-34.950461522992704
2954,6216,-8.055885898148714,-34.95105004808643
6606,7994,-8.051888183012794,-34.94830242876128
6031,5240,-8.056256422487568,-34.952641087600206
6264,7651,-8.053302324187296,-34.948155874197894
4505,1549,-8.05424495282755,-34.950806576637895
1158,4174,-8.055928164018985,-34.95089113620455
5476,3972,-8.055886688975384,-34.95111661971549
4233,8351,-8.05269357887841,-34.949817765096675
5455,6924,-8.054000837161889,-34.950032301112934
4184,2023,-8.054078973687462,-34.949367182905654
3796,7685,-8.05287447689061,-34.953083191522055
1419,978,-8.055337071891454,-34.95045805518722
2018,607,-8.055225443246277,-34.95135313658205
5701,7083,-8.053106550767158,-34.95174658419695
1608,9479,-8.049965375777928,-34.95313233278487
5221,529,-8.054801884014257,-34.95150406046253
2114,5748,-8.055900631592584,-34.952774275944414
3800,9213,-8.050754828798917,-34.950479323876934
5326,1949,-8.054505200099687,-34.949555858721446
3193,3363,-8.055726655384609,-34.95274388247495
6644,7035,-8.05446981434549,-34.9525227101009
2138,6352,-8.05505483979541,-34.95133704046276
254,6092,-8.055182497279045,-34.951836351390675
5814,2872,-8.057901806668827,-34.951240929389314
2927,4552,-8.055506533072485,-34.952844738399946
6149,8989,-8.051413099039825,-34.95131730728775
5057,1518,-8.054152464448515,-34.95077655952927
221,5018,-8.055100663605703,-34.95293692513708
3480,1842,-8.054203835386033,-34.94998618587644
1507,9059,-8.051984714231107,-34.955000115896155
65,9008,-8.050805309856043,-34.95224536327841
3043,2857,-8.057111549180007,-34.95152049134445
4955,3848,-8.055901002329424,-34.951131341146
6192,1256,-8.054242748192538,-34.95081902634074
5265,902,-8.055517291639275,-34.95046805585009
4483,241,-8.05531009105942,-34.95131894057605
6006,8172,-8.051976670492952,-34.947704500406275
2876,490,-8.054911829354579,-34.95146502045401
2323,1873,-8.054010503994,-34.950036142877934
2462,4520,-8.055906021444994,-34.952699387831025
1471,7398,-8.054145213475774,-34.952132716937335
1553,584,-8.055402553451536,-34.95129048197143
3534,8574,-8.051478372075216,-34.955879509965264
5766,951,-8.055514411537539,-34.950409673019664
3316,7944,-8.051809290293454,-34.94793205363956
1330,2965,-8.05775561064807,-34.95121733338269
1501,6711,-8.055625053011422,-34.95164164506024
1438,3164,-8.057036973534133,-34.9521775421083
1858,1942,-8.054060004583764,-34.94956967379171
2484,6672,-8.054688906548217,-34.952330797807065
1049,1893,-8.054069681423337,-34.949914752112626
1755,307,-8.055335379706621,-34.95130973950911
1374,3066,-8.056893391820651,-34.952229783137525
376,231,-8.05531009105942,-34.95131894057605
543,7200,-8.053445641195895,-34.95813878515174
6211,9086,-8.049891750966674,-34.95546532247773
1345,925,-8.05539825890967,-34.95046332225289
2223,5456,-8.055873848033409,-34.95278051306751
755,8252,-8.053146560586697,-34.9495637015198
291,4292,-8.05598429400293,-34.95080072887387
764,8225,-8.052841855426914,-34.94784149816065
5333,3117,-8.056880386230661,-34.95223451511481
4536,882,-8.055517291639275,-34.95046805585009
188,8610,-8.052798098774828,-34.952368175751346
1354,4792,-8.055361980783905,-34.95295880524965
177,1905,-8.05411122886425,-34.94972221551249
2417,2915,-8.058010406409231,-34.951148611028785
2268,9212,-8.050242056789557,-34.94919525638238
3922,1749,-8.054581931418667,-34.94940478089709
6411,3854,-8.055824494937577,-34.95116245768723
3614,8813,-8.052977707081432,-34.9563504116278
501,4511,-8.055906021444994,-34.952699387831025
2689,270,-8.0555261283598,-34.9512403371756
6057,6238,-8.055753329889178,-34.95110294152862
2921,6030,-8.056316044289275,-34.951121318165626
2157,5057,-8.054607575641466,-34.95306614568136
747,1514,-8.054146828692854,-34.95077861005276
6257,5305,-8.055432724258687,-34.95293247957127
672,4818,-8.055306790886101,-34.95268977147631
4043,162,-8.055390725717354,-34.95128960231688
3825,8037,-8.051478659525095,-34.947611527225874
5742,3462,-8.055563629186995,-34.95280625307941
3265,7840,-8.053196666622311,-34.95365087992543
2488,9610,-8.05208433478773,-34.952243470761026
5267,5326,-8.055899191370068,-34.952765756184924
4953,6228,-8.055885898148714,-34.95105004808643
2559,7213,-8.054167794179252,-34.95323251896454
5295,7867,-8.05137632463503,-34.95649065800609
168,3660,-8.056184643500888,-34.951051737342766
1748,5441,-8.056297313404924,-34.952630707708025
5688,8799,-8.051479021212222,-34.95546363538293
1193,864,-8.055517291639275,-34.95046805585009
6648,206,-8.05519999770797,-34.951358997139316
2873,215,-8.055215294759051,-34.9513534314327
1729,7461,-8.051414240790924,-34.9580942296137
2404,8223,-8.052428964458624,-34.94816492558391
319,9156,-8.049076327509344,-34.952326811932046
2578,6175,-8.055776707856445,-34.95136761071256
6745,1184,-8.054416679602193,-34.95080617807464
4475,464,-8.054839431570304,-34.951491361794226
245,2812,-8.056979194250921,-34.9515673133022
3405,2606,-8.057134294328929,-34.951548760079724
3933,7857,-8.052601239479333,-34.94765310567008
4166,6841,-8.05386276529182,-34.95211928263502
506,1871,-8.053819337886942,-34.95017773888837
3855,2307,-8.053691633906807,-34.95015609026279
3497,1774,-8.054242218476315,-34.94971920446254
216,2495,-8.056978608542094,-34.95160392173484
4570,2494,-8.056978608542094,-34.95160392173484
4353,2216,-8.053652072614387,-34.94938396994739
2704,873,-8.055517291639275,-34.95046805585009
4997,7621,-8.052831771611583,-34.95039786143884
4264,4183,-8.055928164018985,-34.95089113620455
6761,860,-8.055517291639275,-34.95046805585009
4877,7753,-8.050819466344919,-34.95537367979409
3880,5329,-8.055532751260552,-34.9528953882541
6498,6893,-8.055822813043074,-34.95675530873257
4772,1125,-8.05482263456837,-34.95062471179367
4252,2066,-8.05516588084014,-34.95000440781135
4775,3602,-8.055487278092498,-34.952362496125346
333,8191,-8.051839751243481,-34.952770133441255
3995,3670,-8.056184643500888,-34.951051737342766
4866,35,-8.055366304109485,-34.95129848791868
6371,3343,-8.055914456104057,-34.95267555272296
6754,5578,-8.05622140443422,-34.95265942310211
5103,6834,-8.055920257338618,-34.95251481723506
1042,3892,-8.055491574591047,-34.951297944834984
6329,3913,-8.055835184805996,-34.95117345950263
2575,9000,-8.050335399999872,-34.95008025843934
1616,5081,-8.05550242180113,-34.952907823327564
746,1231,-8.054229547900407,-34.950823696083866
3003,7336,-8.055442856129845,-34.95139838908234
1741,1973,-8.054625286263537,-34.949447575538976
6530,1154,-8.05463259587362,-34.950720438642236
4638,7406,-8.052494640992041,-34.949681947575456
4864,1475,-8.054180117893468,-34.95064322581316
437,7475,-8.052588216270081,-34.960685087385684
347,1189,-8.054416679602193,-34.95080617807464
1881,4942,-8.055585010294001,-34.95249766486308
2304,4970,-8.05558817141342,-34.95244383885702
6645,7721,-8.050642846132007,-34.95558580933395
3426,2242,-8.053273374319001,-34.94948147630583
3931,1091,-8.054984042462662,-34.950595983338566
2181,6837,-8.054393192802156,-34.951540121099846
4157,6034,-8.056316044289275,-34.951121318165626
259,4721,-8.055536285416592,-34.95296233939438
6190,5645,-8.055883282540226,-34.95277487667862
5080,7595,-8.054036889833792,-34.95216648083467
6044,9060,-8.051569265150972,-34.95085873482816
4316,3697,-8.056184643500888,-34.951051737342766
6731,4658,-8.055680254594991,-34.95280435644335
4847,3976,-8.055886688975384,-34.95111661971549
3395,3546,-8.05554788949787,-34.95234045924066
3910,8778,-8.050853476832582,-34.95503597589122
5636,1762,-8.054569565508851,-34.94935003790294
599,1375,-8.054877841561597,-34.95055311000434
4105,8593,-8.050993916429217,-34.94867812818367
45,2548,-8.057082884020739,-34.95156757885612
5312,1925,-8.053902618385607,-34.949727559048675
5913,8162,-8.050439702726154,-34.94712845595535
6188,3584,-8.055551502639194,-34.95233671681974
5183,3928,-8.055989635125112,-34.95110925018319
4303,9673,-8.049803943871586,-34.95289699420398
1554,3268,-8.056382070230223,-34.95255058373793
2795,9480,-8.05127331661309,-34.951652655985065
3749,5925,-8.055884722512202,-34.95153842115384
2202,6925,-8.054913982406347,-34.95836280414573
5206,6477,-8.055055896648293,-34.951307653854684
323,378,-8.054465795898185,-34.95162572894198
6148,7409,-8.052880412418398,-34.95535755594625
3328,3180,-8.056688245890847,-34.95230398136819
5465,1591,-8.054254403323624,-34.95082652648803
6471,699,-8.055023595176612,-34.95142824420587
4020,7462,-8.051722519420561,-34.95874107033868
3231,9370,-8.051205195705668,-34.95079625984819
5686,1304,-8.054113245938813,-34.950786407238475
3323,5099,-8.05550242180113,-34.952907823327564
3433,3705,-8.056184643500888,-34.951051737342766
4962,7010,-8.054065966430626,-34.95219247664825
231,8328,-8.052400422794367,-34.95298782796341
3901,6744,-8.055995977662615,-34.95183695197647
576,7281,-8.053417276904678,-34.95219045321253
5060,7519,-8.052602567372608,-34.96041998754606
4204,3489,-8.05530564157114,-34.952440320174674
2436,4168,-8.055894267352109,-34.950989719277516
4561,6610,-8.054974285457993,-34.95136078407092
6209,6530,-8.055123928651794,-34.95130071828884
2302,2135,-8.055189147733559,-34.94984008476028
2594,3494,-8.05530564157114,-34.952440320174674
447,3540,-8.05554788949787,-34.95234045924066
2407,82,-8.055446649754309,-34.95126925481456
426,4745,-8.056032741162548,-34.95276306536199
6376,7805,-8.052191584992439,-34.95356374753421
805,2244,-8.053273374319001,-34.94948147630583
5470,5233,-8.055723658697222,-34.952829558432775
410,5740,-8.055674114579642,-34.95285440873646
41,6070,-8.0553621577537,-34.95169864556924
3276,7506,-8.054357478661368,-34.9528416277301
2117,2890,-8.05792110974499,-34.951184789457535
4053,5080,-8.05550242180113,-34.952907823327564
6440,5596,-8.056430515302148,-34.95258664540873
5693,4831,-8.055345961690291,-34.95274007715415
6322,8945,-8.050413181458623,-34.947956945779175
4030,840,-8.055517291639275,-34.95046805585009
3784,9304,-8.050053198674716,-34.95409639905302
1005,2829,-8.056657811138543,-34.951681005981506
2812,7966,-8.050872521841297,-34.94778812252041
1090,5121,-8.05550242180113,-34.952907823327564
19,2626,-8.057495102313801,-34.95142112043428
1617,3049,-8.057104255786346,-34.952153062012485
1393,3096,-8.05692789998609,-34.952217227624466
6444,8096,-8.052524131549607,-34.957146302014515
6214,3709,-8.056184643500888,-34.951051737342766
5371,6573,-8.054974285457993,-34.95136078407092
1446,4375,-8.05622986063573,-34.95258156159664
626,293,-8.05527584300578,-34.951331401449565
1512,3580,-8.055551502639194,-34.95233671681974
1397,4125,-8.055832346844017,-34.95107598768606
4614,5907,-8.055836581105387,-34.95167843279092
199,9528,-8.048689482813005,-34.951756369316975
1623,3358,-8.055774255843971,-34.95272656343809
210,4039,-8.056057963957626,-34.950992974182434
5604,9239,-8.050966791188129,-34.956335670587904
6306,7164,-8.05435371904655,-34.95319531946271
5876,5567,-8.056260916655235,-34.95264504690446
3790,8949,-8.050813967284574,-34.95663374336806
4260,3754,-8.056144904198142,-34.951066196162245
51,1173,-8.054607885252642,-34.950729429399075
3667,8551,-8.052344548149627,-34.95503922885078
5657,5941,-8.055884722512202,-34.95153842115384
3091,8642,-8.053180858155974,-34.952613433865615
2264,2854,-8.057111549180007,-34.95152049134445
3538,6875,-8.054118681633824,-34.952518192995484
6421,5919,-8.055900805652083,-34.951652653485304
3509,9057,-8.050730467166622,-34.950215352014524
2515,5846,-8.05592396822428,-34.951424281232306
4710,2665,-8.057666882115381,-34.9513603515104
5740,5954,-8.055884722512202,-34.95153842115384
3220,5845,-8.05592396822428,-34.951424281232306
5179,9168,-8.051518005867045,-34.95304913023075
5270,6236,-8.055720819075818,-34.95111551329036
3383,6537,-8.055123928651794,-34.95130071828884
5244,4703,-8.05564043687985,-34.952932126466585
6237,2681,-8.057376475688532,-34.951463085859174
5406,8928,-8.051896868613174,-34.953295866355276
6260,2156,-8.055347181029006,-34.950173690587484
3484,7187,-8.055084983408005,-34.95323036326507
705,3039,-8.057104255786346,-34.952153062012485
5198,2365,-8.056978608542094,-34.95160392173484
2094,3612,-8.055487278092498,-34.952362496125346
2439,8042,-8.051086626802507,-34.947902409219736
3082,2624,-8.057495102313801,-34.95142112043428
527,5517,-8.05516585255621,-34.953031510900196
4240,7999,-8.052482979791998,-34.9478406235411
565,3248,-8.056422130477271,-34.952556297301754
2840,492,-8.054911829354579,-34.95146502045401
3023,2788,-8.057186174831513,-34.951494091729984
640,1563,-8.054129440705625,-34.95087668565124
1263,9608,-8.052749147771081,-34.95236381621161
730,9322,-8.051332845505057,-34.950045119157764
2115,2666,-8.057666882115381,-34.9513603515104
5848,94,-8.055446649754309,-34.95126925481456
325,7666,-8.05404933019028,-34.94988091488698
290,5825,-8.055900631592584,-34.952774275944414
1323,3498,-8.055434518828175,-34.95238858970141
1730,314,-8.055114862703023,-34.95138997281284
1410,8156,-8.05246351827637,-34.95645888399295
3846,3958,-8.055998571831802,-34.951088696378704
1805,9116,-8.051622404175719,-34.95346005347321
3286,3630,-8.055487278092498,-34.952362496125346
5969,5622,-8.055605365265826,-34.95287826752016
864,843,-8.055517291639275,-34.95046805585009
5576,6737,-8.055044180817024,-34.95097720251769
5721,822,-8.055517291639275,-34.95046805585009
2149,2104,-8.055214718127313,-34.94999762234825
4404,6186,-8.055776707856445,-34.95136761071256
4038,905,-8.055536528267671,-34.95041210917109
3805,9444,-8.05000005960686,-34.95212908199422
371,5719,-8.05544583555921,-34.952934469338814
4447,2672,-8.057666882115381,-34.9513603515104
4717,6596,-8.054974285457993,-34.95136078407092
6152,1838,-8.054356452491904,-34.94996774850757
2879,5102,-8.05550242180113,-34.952907823327564
2523,7659,-8.052395041526617,-34.95245032194371
6416,1148,-8.05463259587362,-34.950720438642236
6383,1150,-8.05463259587362,-34.950720438642236
1615,1305,-8.054113245938813,-34.950786407238475
6122,4178,-8.055928164018985,-34.95089113620455
3414,1943,-8.054339445586436,-34.949457508032985
1536,896,-8.055517291639275,-34.95046805585009
4173,3190,-8.056591480907159,-34.95234282218865
2957,7585,-8.053967189799916,-34.95289877167012
122,981,-8.055282448413498,-34.95047792949182
479,5814,-8.055900631592584,-34.952774275944414
5673,7141,-8.054444762566236,-34.95413923563109
3176,3336,-8.056104478406777,-34.952599549272215
1557,310,-8.05527584300578,-34.951331401449565
1199,5325,-8.055532751260552,-34.9528953882541
4387,5510,-8.055148016318508,-34.95303800046904
940,7457,-8.05108107542322,-34.955083683793205
4943,4760,-8.05604412407897,-34.95281855357774
439,5294,-8.055432724258687,-34.95293247957127
3939,2608,-8.057134294328929,-34.951548760079724
4601,1133,-8.054628359828508,-34.95073275850678
3101,5835,-8.055900631592584,-34.952774275944414
5402,9048,-8.051229506126603,-34.95119172774479
1940,5910,-8.055836581105387,-34.95167843279092
3513,173,-8.055390725717354,-34.95128960231688
2333,489,-8.054911829354579,-34.95146502045401
1575,5563,-8.056260916655235,-34.95264504690446
4439,7297,-8.055327039315195,-34.951581416647755
2549,1824,-8.05384493490975,-34.949519291467794
4672,2507,-8.056924480515185,-34.951623615773634
279,8979,-8.05050623418108,-34.954876684019986
1963,1596,-8.054254403323624,-34.95082652648803
5646,8378,-8.052163334308329,-34.949025034495854
4463,5827,-8.055900631592584,-34.952774275944414
5837,7783,-8.05282477932219,-34.957522835955224
4087,3920,-8.055925179740338,-34.951248540147986
1101,2035,-8.055060386686316,-34.94982482178335
4195,2179,-8.053655222779746,-34.949390619897436
1618,9216,-8.050943334727215,-34.95083804598808
6095,6996,-8.054200528187069,-34.9528575501689
577,9076,-8.050172034146968,-34.95281655318755
59,8119,-8.052789320167047,-34.951287688969614
3309,9386,-8.050416442116166,-34.9528447414639
787,3589,-8.055551502639194,-34.95233671681974
4354,8400,-8.052897479033781,-34.94953102675678
4294,3468,-8.055630387503351,-34.952784294953204
4347,369,-8.054465795898185,-34.95162572894198
4633,5548,-8.056307736779198,-34.95262801178623
3575,8983,-8.051568488544952,-34.955428565204876
5330,6047,-8.055626432543193,-34.95139535624441
2087,8585,-8.052216454998499,-34.94965795388151
6202,5029,-8.05510729177041,-34.95291764817255
1414,7469,-8.05337521691866,-34.95226173756094
5165,3081,-8.056893391820651,-34.952229783137525
3944,4666,-8.055680254594991,-34.95280435644335
3103,4449,-8.055898868370498,-34.95270199041853
420,3254,-8.05643010420925,-34.95253310696849
4713,9612,-8.053857447537945,-34.95218296335599
553,5804,-8.055900631592584,-34.952774275944414
1454,5597,-8.056430515302148,-34.95258664540873
3221,9389,-8.05078877110062,-34.950637909273134
4965,6245,-8.055753329889178,-34.95110294152862
2185,7883,-8.051929197501662,-34.947437847372534
6375,5237,-8.056256422487568,-34.952641087600206
2516,6141,-8.055428915644908,-34.95151169309326
5824,9333,-8.051577836813284,-34.94940003904114
5101,1035,-8.055551734900575,-34.95037530268312
5992,7641,-8.053022675506572,-34.949668014622084
4217,5512,-8.05516585255621,-34.953031510900196
1385,1357,-8.05438446236002,-34.95075483685136
181,8112,-8.053049510840342,-34.95136334052499
3554,2429,-8.056978608542094,-34.95160392173484
794,1410,-8.05429175457352,-34.950753883936486
3626,8271,-8.052464732960138,-34.94814304773751
1352,8711,-8.051776108985454,-34.953233546917346
5830,3876,-8.055719125315688,-34.951206564373116
2787,7630,-8.052643149272575,-34.95014012102438
6634,7574,-8.051258830659462,-34.956143249369404
4888,4097,-8.055923950276087,-34.95104785613033
530,5550,-8.056307736779198,-34.95262801178623
5233,2979,-8.057632407921526,-34.951260917651865
710,6282,-8.055523678986287,-34.95114885153178
2458,2434,-8.056978608542094,-34.95160392173484
3951,9400,-8.04988794757659,-34.95205945437229
5689,2599,-8.057213496081705,-34.95152074162097
2110,670,-8.05502736668865,-34.95142690999355
3467,8034,-8.052074710121255,-34.94746349114715
907,2589,-8.056945266145634,-34.951615630801285
5591,3993,-8.055899948325434,-34.95118509880835
6472,9446,-8.05136783048413,-34.95245823619957
5462,1312,-8.054113245938813,-34.950786407238475
3761,7429,-8.050768053415572,-34.959413480849676
3558,1968,-8.054627144598578,-34.94942635916085
5668,9344,-8.05116336835913,-34.94947854478387
4783,6780,-8.055568437213134,-34.953616545428275
3459,6574,-8.054974285457993,-34.95136078407092
926,376,-8.054465795898185,-34.95162572894198
2273,5753,-8.055900631592584,-34.952774275944414
1370,7586,-8.050846920709496,-34.95667965360631
15,4716,-8.055536285416592,-34.95296233939438
6112,4976,-8.05573199573247,-34.95240109948591
315,463,-8.054757991804417,-34.951520992985316
2232,6686,-8.053720195028538,-34.95244156567364
4803,987,-8.055267401519702,-34.950483969214844
