,Unnamed: 0,id_ponto,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,num_lat_bts,num_long_bts,flag_indoor
1924,1924,6325,-103.705,-110.425,-107.381666666667,-110.33,-98.065,-105.56,-99.48,-101.46,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
1925,1925,7545,-90.2,-91.4907142857143,-89.6571428571429,-81.48,-81.1825,-88.37,-87.28,-88.816,-96.3725,5.0,2.0,3.0,-8.05433,-34.94947,False
1926,1926,5805,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-97.965,-97.1142857142857,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
1927,1927,3475,-100.83,-115.0,-98.56,-115.0,-100.89,-97.84571428571432,-99.255,-98.346,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True
1928,1928,3505,-107.65,-115.0,-98.56,-115.0,-98.46,-97.84571428571432,-99.255,-99.588,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True
1929,1929,4749,-101.28,-115.0,-98.49,-115.0,-95.475,-93.73,-98.74,-98.66,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
1930,1930,2477,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-82.4533333333333,-78.36,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
1931,1931,6752,-90.1728571428572,-95.98857142857142,-88.65,-98.7883333333333,-89.5,-97.85,-92.6166666666667,-73.742,-96.86,6.0,4.0,1.0,-8.05717,-34.95404,False
1932,1932,6163,-103.705,-110.425,-107.381666666667,-110.33,-100.17,-98.47,-100.303333333333,-99.57,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
1933,1933,6832,-91.1428571428571,-99.1157142857143,-90.77,-100.575,-92.505,-95.2514285714286,-90.64,-65.13,-90.35,6.0,5.0,0.0,-8.05633,-34.956520000000005,False
1934,1934,9473,-98.0257142857143,-85.97714285714291,-97.0857142857143,-96.65,-98.8375,-98.40285714285709,-93.37,-100.78,-94.4075,2.0,2.0,6.0,-8.0473,-34.94757,False
1935,1935,4974,-103.976666666667,-115.0,-102.08,-115.0,-99.675,-101.26,-96.98,-99.5725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
1936,1936,9546,-80.01,-75.40875,-93.33,-96.59,-94.7625,-89.7132142857143,-90.0,-99.034,-94.4075,1.0,3.0,5.0,-8.04681,-34.9506,False
1937,1937,1874,-98.748,-99.67,-98.61,-99.37,-89.35,-87.9,-100.03,-99.21,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
1938,1938,8237,-91.57142857142858,-97.8,-89.29,-53.72,-75.97,-79.1814285714286,-90.3266666666667,-97.646,-97.6,4.0,1.0,4.0,-8.051860000000001,-34.947959999999995,False
1939,1939,4903,-98.24,-115.0,-102.64,-115.0,-101.29,-96.98,-96.98,-99.5725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
1940,1940,2904,-115.0,-115.0,-115.0,-115.0,-96.33,-94.59,-90.9133333333333,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
1941,1941,570,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-94.0357142857143,-89.625,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
1942,1942,1448,-109.088333333333,-107.2,-107.148571428571,-107.9375,-104.902857142857,-104.054285714286,-104.68,-106.02,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
1943,1943,5554,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-99.71,-94.54428571428568,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
1944,1944,5809,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-97.965,-97.1142857142857,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
1945,1945,5910,-103.705,-110.425,-107.381666666667,-110.33,-93.58,-90.51,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
1946,1946,8329,-77.82,-87.14,-89.54142857142858,-88.0572222222222,-86.315,-89.63857142857141,-89.205,-96.096,-95.605,3.0,4.0,2.0,-8.051680000000001,-34.95326,False
1947,1947,6079,-103.705,-110.425,-107.381666666667,-110.33,-98.535,-94.52,-98.33,-99.005,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
1948,1948,3226,-103.04,-115.0,-98.56,-115.0,-95.6766666666667,-95.83,-99.255,-95.688,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True
1949,1949,9432,-89.63285714285709,-89.55142857142859,-91.72357142857142,-76.08,-90.9375,-78.02,-87.8358333333333,-81.828,-96.92,3.0,2.0,6.0,-8.04756,-34.94535,False
1950,1950,3978,-106.07,-115.0,-106.67,-104.161666666667,-96.33,-93.9633333333334,-98.2514285714286,-98.175,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
1951,1951,4383,-101.196666666667,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-87.5925,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
1952,1952,7872,-91.7,-97.00714285714292,-92.2,-98.33,-96.1425,-95.71,-62.4183333333333,-85.762,-83.46,4.0,5.0,1.0,-8.052669999999999,-34.9555,False
1953,1953,3539,-107.65,-115.0,-98.56,-115.0,-98.46,-97.84571428571432,-99.255,-100.394,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True
1954,1954,7451,-89.82600000000002,-92.24,-93.3,-85.67,-86.8170833333333,-73.67,-91.1766666666667,-87.994,-96.3725,5.0,2.0,3.0,-8.05462,-34.94965,False
1955,1955,2827,-115.0,-115.0,-115.0,-115.0,-96.33,-93.4833333333333,-82.93,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
1956,1956,9581,-89.2671428571429,-87.41217142857141,-92.25357142857142,-85.08,-90.9375,-78.0426587301587,-87.0581666666667,-91.69,-96.92,3.0,2.0,7.0,-8.04653,-34.94511,False
1957,1957,1338,-109.088333333333,-107.2,-107.01,-108.43,-105.228571428571,-103.524285714286,-104.68,-102.96,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
1958,1958,3262,-100.83,-115.0,-98.56,-115.0,-94.7966666666667,-96.28714285714292,-99.255,-96.828,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True
1959,1959,6968,-86.3442857142857,-100.288571428571,-85.67714285714291,-94.765,-100.225,-84.6542857142857,-87.24,-85.38,-62.66,6.0,6.0,0.0,-8.055719999999999,-34.95892,False
1960,1960,650,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-95.7671428571428,-93.955,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
1961,1961,2902,-115.0,-115.0,-115.0,-115.0,-96.33,-94.59,-90.9133333333333,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
1962,1962,2258,-98.748,-97.35,-99.592,-96.86,-91.935,-92.51428571428568,-100.03,-101.03,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
1963,1963,6885,-91.18857142857142,-99.2842857142857,-91.3728571428571,-95.9383333333333,-92.8475,-92.6871428571428,-90.1633333333333,-73.266,-82.6,6.0,6.0,0.0,-8.05609,-34.957609999999995,False
1964,1964,3521,-107.65,-115.0,-98.56,-115.0,-98.46,-97.84571428571432,-99.255,-100.394,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True
1965,1965,2730,-115.0,-115.0,-115.0,-115.0,-96.33,-92.8566666666667,-82.41,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
1966,1966,5117,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,-88.73571428571432,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
1967,1967,4478,-101.196666666667,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-93.7375,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
1968,1968,1596,-109.088333333333,-107.2,-107.148571428571,-109.54,-105.567142857143,-104.704285714286,-104.23,-104.29,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
1969,1969,6578,-103.705,-110.425,-107.381666666667,-110.33,-108.345,-106.59,-107.153333333333,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
1970,1970,2584,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-82.0566666666667,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
1971,1971,8176,-83.44571428571429,-90.96,-88.77,-89.83,-86.315,-94.7414285714286,-87.7583333333333,-96.096,-95.605,4.0,4.0,2.0,-8.05194,-34.9533,False
1972,1972,3196,-103.04,-115.0,-98.56,-115.0,-90.91,-95.83,-99.255,-94.714,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True
1973,1973,5630,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-91.445,-98.55,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
1974,1974,7148,-100.81,-100.0,-93.0842857142857,-97.0833333333333,-89.215,-91.95142857142858,-77.1366666666667,-84.07,-87.625,5.0,5.0,1.0,-8.055480000000001,-34.9557,False
1975,1975,8636,-84.01,-95.3314285714286,-89.3142857142857,-96.22,-94.8225,-98.67,-92.465,-96.342,-98.2875,3.0,4.0,3.0,-8.05064,-34.95317,False
1976,1976,1258,-109.088333333333,-107.2,-107.01,-108.43,-105.327142857143,-103.54,-103.19,-102.11,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
1977,1977,9110,-84.9342857142857,-85.77,-83.69,-80.69,-83.76,-83.28714285714291,-92.815,-97.496,-96.7925,2.0,3.0,4.0,-8.0487,-34.95049,False
1978,1978,991,-109.088333333333,-107.2,-107.01,-108.43,-98.76857142857142,-100.04,-101.13,-97.175,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
1979,1979,3504,-107.65,-115.0,-98.56,-115.0,-98.46,-97.84571428571432,-99.255,-99.588,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True
1980,1980,113,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-83.1866666666667,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
1981,1981,919,-109.088333333333,-107.2,-107.01,-108.43,-97.2,-99.2514285714286,-99.84,-97.295,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
1982,1982,2509,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-82.4533333333333,-78.9842857142857,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
1983,1983,9103,-97.29,-86.42476190476191,-97.42785714285708,-80.33,-98.74,-98.43,-96.175,-98.844,-96.3575,3.0,2.0,5.0,-8.04873,-34.94696,False
1984,1984,165,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-83.83166666666669,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
1985,1985,4896,-99.56,-115.0,-99.75,-115.0,-102.805,-98.99,-96.98,-99.5725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
1986,1986,4603,-101.196666666667,-115.0,-96.04,-115.0,-98.615,-96.1,-94.42,-90.22,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
1987,1987,949,-109.088333333333,-107.2,-107.01,-108.43,-97.2,-99.51857142857142,-101.13,-96.545,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
1988,1988,4594,-101.196666666667,-115.0,-96.04,-115.0,-98.615,-96.1,-94.42,-91.7975,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
1989,1989,9309,-72.33,-90.59714285714291,-75.26,-96.4233333333333,-92.65,-95.7967857142857,-84.17,-106.544,-87.83,4.0,7.0,3.0,-8.04818,-34.95917,False
1990,1990,3770,-106.07,-115.0,-106.67,-104.161666666667,-96.2228571428571,-92.92,-96.1257142857143,-92.5983333333333,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
1991,1991,2506,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-82.4533333333333,-78.9842857142857,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
1992,1992,2850,-115.0,-115.0,-115.0,-115.0,-96.33,-93.4833333333333,-83.735,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
1993,1993,8847,-77.14,-98.345,-81.12523809523809,-99.9716666666666,-95.4,-92.58714285714292,-81.37,-99.9346666666667,-98.48,3.0,4.0,2.0,-8.04981,-34.95468,False
1994,1994,4992,-103.976666666667,-115.0,-104.04,-115.0,-102.425,-99.87,-96.98,-99.5725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
1995,1995,7467,-89.71142857142858,-95.3957142857143,-88.57,-93.77,-88.8325,-89.93428571428568,-90.9433333333333,-80.03,-95.5475,5.0,4.0,2.0,-8.05454,-34.95361,False
1996,1996,4446,-101.196666666667,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-91.41,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
1997,1997,4460,-101.196666666667,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-92.785,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
1998,1998,6337,-103.705,-110.425,-107.381666666667,-110.33,-98.065,-105.56,-99.48,-101.46,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
1999,1999,2505,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-82.4533333333333,-78.9842857142857,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
2000,2000,1114,-109.088333333333,-107.2,-107.01,-108.43,-101.492857142857,-100.032857142857,-103.065,-100.79,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
2001,2001,8663,-81.39,-96.2342857142857,-90.01,-98.18,-94.1925,-94.53,-89.1316666666667,-102.688,-82.77,4.0,7.0,2.0,-8.05055,-34.95967,False
2002,2002,298,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-85.1566666666667,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
2003,2003,1675,-98.748,-99.67,-98.61,-95.98,-80.3,-83.25571428571429,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
2004,2004,3347,-100.83,-115.0,-98.56,-115.0,-99.7733333333333,-97.84571428571432,-99.255,-95.238,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True
2005,2005,2735,-115.0,-115.0,-115.0,-115.0,-96.33,-92.8566666666667,-86.0766666666667,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
2006,2006,7277,-89.16357142857142,-96.14,-90.26,-93.97888888888892,-91.77,-93.67,-81.08166666666669,-83.706,-97.3875,5.0,4.0,1.0,-8.0553,-34.95364,False
2007,2007,8703,-98.64,-91.48857142857142,-97.1385714285714,-69.5,-89.77,-92.9528571428571,-92.3833333333333,-96.362,-98.9125,3.0,1.0,5.0,-8.050469999999999,-34.94768,False
2008,2008,6487,-103.705,-110.425,-106.01,-110.33,-104.38,-106.59,-103.103333333333,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
2009,2009,4325,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
2010,2010,6259,-103.705,-110.425,-107.381666666667,-110.33,-98.065,-105.56,-100.24,-99.57,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
2011,2011,5505,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-88.47,-94.0242857142857,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
2012,2012,4550,-101.196666666667,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-95.935,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
2013,2013,6991,-90.4657142857143,-96.2,-86.59,-97.65333333333332,-95.145,-93.1271428571429,-78.3766666666667,-66.51,-97.08,5.0,4.0,1.0,-8.055660000000001,-34.95417,False
2014,2014,7303,-84.95,-96.14,-91.75,-93.27,-89.77,-92.96,-84.6283333333333,-80.47,-97.3875,5.0,4.0,2.0,-8.05524,-34.953590000000005,False
2015,2015,2103,-98.748,-106.79,-98.396,-97.24,-89.395,-91.3314285714286,-100.03,-95.44,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
2016,2016,8895,-80.2464285714286,-97.57214285714292,-81.12,-97.72,-103.85,-93.7371428571429,-80.885,-99.9346666666667,-99.49,3.0,4.0,3.0,-8.049610000000001,-34.9548,False
2017,2017,6297,-103.705,-110.425,-107.381666666667,-110.33,-98.065,-105.56,-98.16,-101.46,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
2018,2018,6931,-88.49,-99.5742857142857,-88.51,-95.8766666666667,-95.8825,-90.95,-87.24,-89.988,-66.02,6.0,6.0,0.0,-8.05585,-34.95851,False
2019,2019,1837,-98.748,-99.67,-98.61,-99.75,-88.71,-86.68428571428568,-100.03,-96.665,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
2020,2020,7354,-95.94,-95.10285714285708,-94.0014285714286,-95.07,-97.35,-91.59,-90.855,-87.31,-97.98,5.0,3.0,2.0,-8.05515,-34.95267,False
2021,2021,7887,-75.08,-93.9,-90.6157142857143,-98.33,-96.1425,-93.9657142857143,-62.4183333333333,-84.288,-83.385,4.0,5.0,1.0,-8.052610000000001,-34.955490000000005,False
2022,2022,7602,-91.177619047619,-97.3328571428571,-90.8442857142857,-102.270833333333,-102.0075,-96.5942857142857,-81.3,-81.3505714285714,-94.35,5.0,5.0,1.0,-8.0541,-34.95592,False
2023,2023,607,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-94.12142857142858,-89.625,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
2024,2024,5617,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-94.735,-96.5857142857143,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
2025,2025,1093,-109.088333333333,-107.2,-107.01,-108.43,-100.124285714286,-100.032857142857,-103.065,-100.79,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
2026,2026,5050,-102.61,-115.0,-101.38,-115.0,-104.295,-97.36,-96.98,-99.5725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
2027,2027,7006,-91.54125,-96.2,-92.65,-96.0116666666667,-90.945,-92.6557142857143,-77.0233333333333,-71.05199999999998,-96.7625,5.0,4.0,1.0,-8.055639999999999,-34.95446,False
2028,2028,8672,-82.26,-94.275,-77.07,-95.86,-98.5125,-95.15,-93.38,-98.048,-98.1,3.0,4.0,2.0,-8.05054,-34.95362,False
2029,2029,4487,-101.196666666667,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-96.54,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
2030,2030,160,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-83.83166666666669,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
2031,2031,203,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-86.49,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
2032,2032,6554,-103.705,-110.425,-107.381666666667,-110.33,-108.345,-106.59,-107.153333333333,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
2033,2033,5485,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.97,-92.9914285714286,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
2034,2034,8100,-83.44571428571429,-92.56,-86.54142857142858,-87.33,-86.315,-98.79,-99.21,-97.572,-95.605,4.0,4.0,2.0,-8.05204,-34.953309999999995,False
2035,2035,2934,-115.0,-115.0,-115.0,-115.0,-100.04,-94.59,-84.2433333333333,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
2036,2036,7975,-86.0128571428571,-86.23142857142858,-89.5042857142857,-67.04,-88.56,-84.8,-89.44,-91.774,-97.6,4.0,1.0,4.0,-8.05224,-34.94823,False
2037,2037,2435,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-82.4533333333333,-78.36,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
2038,2038,1230,-109.088333333333,-107.2,-107.01,-108.43,-105.327142857143,-101.652857142857,-103.065,-102.11,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
2039,2039,8719,-96.53857142857142,-95.1157142857143,-94.5871428571428,-83.82,-94.775,-96.22,-93.315,-95.348,-98.7325,3.0,2.0,4.0,-8.05045,-34.950520000000004,False
2040,2040,8789,-96.68142857142858,-86.8921428571429,-102.82,-75.75,-92.7425,-97.01857142857142,-91.4083333333333,-95.518,-98.9125,3.0,1.0,5.0,-8.0501,-34.94763,False
2041,2041,9345,-98.60142857142858,-87.4542857142857,-95.19,-92.95,-99.37,-100.962857142857,-105.435,-101.514,-96.92,3.0,2.0,5.0,-8.048110000000001,-34.94739000000001,False
2042,2042,8181,-88.72,-92.85,-91.9914285714286,-50.59,-80.3375,-76.1214285714286,-90.2616666666667,-97.146,-97.6,4.0,1.0,5.0,-8.05194,-34.94733,False
2043,2043,7133,-94.4742857142857,-98.56857142857142,-93.0842857142857,-97.0833333333333,-89.215,-91.95142857142858,-75.45,-69.61399999999999,-86.85,5.0,5.0,1.0,-8.0555,-34.95568,False
2044,2044,5968,-103.705,-110.425,-107.381666666667,-110.33,-93.58,-93.27,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
2045,2045,4251,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
2046,2046,3293,-100.83,-115.0,-98.56,-115.0,-94.7966666666667,-97.5942857142857,-99.255,-95.54,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True
2047,2047,4034,-106.07,-115.0,-106.67,-104.161666666667,-97.5328571428571,-95.5,-98.79,-95.9516666666667,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
2048,2048,7547,-92.87619047619047,-98.43285714285707,-89.90285714285709,-103.375833333333,-101.2325,-95.78,-78.3476666666667,-81.3505714285714,-91.5383333333333,5.0,5.0,0.0,-8.05432,-34.9566,False
2049,2049,4290,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
2050,2050,4334,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
2051,2051,5521,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-88.47,-102.89,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
2052,2052,3877,-106.07,-115.0,-106.67,-104.161666666667,-97.5314285714286,-93.39,-96.1342857142857,-95.1,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
2053,2053,6848,-95.17,-99.1157142857143,-87.84,-100.575,-92.505,-95.2785714285714,-86.4333333333333,-76.89,-90.6,6.0,5.0,0.0,-8.05625,-34.95649,False
2054,2054,4753,-101.28,-115.0,-98.49,-115.0,-95.475,-93.73,-98.74,-98.66,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
2055,2055,4886,-98.7633333333333,-115.0,-99.75,-115.0,-102.805,-98.99,-100.31,-99.5725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
2056,2056,857,-109.088333333333,-107.2,-107.01,-108.43,-97.2,-98.14857142857142,-99.84,-94.665,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
2057,2057,6902,-91.2185714285714,-91.0842857142857,-91.9266666666666,-97.1,-79.9325,-81.52,-92.0233333333333,-93.568,-96.3725,5.0,3.0,3.0,-8.056000000000001,-34.95064,False
2058,2058,9401,-97.4,-80.68285714285709,-93.65428571428568,-85.76,-97.685,-98.85,-106.07,-102.064,-94.4075,2.0,2.0,5.0,-8.047839999999999,-34.9476,False
2059,2059,2561,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-82.125,-77.94875,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
2060,2060,3801,-106.07,-115.0,-106.67,-104.161666666667,-96.2228571428571,-92.92,-96.1257142857143,-93.2766666666667,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
2061,2061,2640,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-87.9675,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
2062,2062,5210,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,-88.73571428571432,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
2063,2063,4490,-101.196666666667,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-92.75,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
2064,2064,2347,-98.748,-98.16,-99.592,-100.345,-91.935,-92.51428571428568,-100.03,-97.63,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
2065,2065,7711,-86.96142857142858,-89.4,-90.08714285714292,-74.08,-75.96,-77.6857142857143,-90.8483333333333,-88.444,-96.72,4.0,2.0,4.0,-8.05353,-34.94903,False
2066,2066,2781,-115.0,-115.0,-115.0,-115.0,-96.33,-93.4833333333333,-84.2033333333333,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
2067,2067,5261,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-94.455,-88.73571428571432,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
2068,2068,8262,-86.93457142857142,-95.68428571428568,-86.89,-99.26,-98.2575,-92.34,-88.34,-99.194,-77.46,5.0,7.0,1.0,-8.051810000000001,-34.95982,False
2069,2069,8395,-93.54142857142858,-94.0857142857143,-94.0285714285715,-83.09,-81.47,-86.70285714285721,-94.1316666666667,-95.754,-97.2725,3.0,2.0,4.0,-8.05152,-34.950109999999995,False
2070,2070,615,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-94.12142857142858,-89.625,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
2071,2071,8128,-91.2671428571429,-93.92857142857142,-91.55285714285708,-53.21,-75.09,-74.77,-88.0066666666667,-97.146,-97.6,4.0,1.0,5.0,-8.052,-34.947590000000005,False
2072,2072,2575,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-83.6833333333333,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
2073,2073,53,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
2074,2074,3340,-100.83,-115.0,-98.56,-115.0,-99.7733333333333,-97.84571428571432,-99.255,-95.238,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True
2075,2075,6551,-103.705,-110.425,-107.381666666667,-110.33,-108.345,-106.59,-107.153333333333,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
2076,2076,1705,-98.748,-99.67,-98.61,-95.98,-82.4725,-82.2014285714286,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
2077,2077,8071,-87.52,-91.7157142857143,-88.6071428571429,-61.22,-91.2275,-81.3457142857143,-88.7516666666667,-93.432,-97.6,4.0,1.0,4.0,-8.05212,-34.94877,False
2078,2078,7885,-89.41142857142859,-98.2457142857143,-92.52,-98.85,-98.2575,-93.96,-84.5666666666667,-98.116,-70.96,5.0,7.0,1.0,-8.052610000000001,-34.959790000000005,False
