ponto_id,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,lat,lon,indoor
926,-109.088.333.333.333,-107.2,-107.01,-108.43,-97.2,-992.514.285.714.286,-99.84,-97.295,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
6575,-103.705,-110.425,-107.381.666.666.667,-110.33,-108.345,-106.59,-107.153.333.333.333,-102.12,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
15,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-841.133.333.333.333,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
143,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.53,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
2363,-115.0,-115.0,-115.0,-115.0,-96.33,-9.266.833.333.333.330,-824.533.333.333.333,-78.36,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
8102,-8.865.857.142.857.140,-926.071.428.571.429,-9.304.428.571.428.560,-87.26,-89.815,-8.482.285.714.285.700,-96.37,-95.754,-93.97,4.0,2.0,3.0,-805.204,-3.495.028,FALSE
1161,-109.088.333.333.333,-107.2,-107.01,-108.43,-102.202.857.142.857,-100.335.714.285.714,-103.065,-101.825,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
6461,-103.705,-110.425,-107.381.666.666.667,-110.33,-104.38,-106.59,-102.726.666.666.667,-102.12,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
4344,-106.07,-115.0,-106.67,-104.161.666.666.667,-9.794.714.285.714.290,-100.48,-9.923.571.428.571.430,-971.633.333.333.333,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
4692,-101.28,-115.0,-100.06,-115.0,-98.615,-96.1,-98.74,-987.875,-115.0,5.0,3.0,2.0,-8.055.506,-34.951.693,TRUE
4418,-101.196.666.666.667,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-883.125,-115.0,5.0,3.0,2.0,-8.055.506,-34.951.693,TRUE
1876,-98.748,-99.67,-98.61,-99.37,-89.35,-90.77,-100.03,-99.21,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
2488,-115.0,-115.0,-115.0,-115.0,-96.33,-9.266.833.333.333.330,-824.533.333.333.333,-78.36,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
1182,-109.088.333.333.333,-107.2,-107.01,-108.43,-102.202.857.142.857,-100.335.714.285.714,-103.065,-102.11,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
5709,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-93.005,-9.631.857.142.857.140,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
4985,-103.976.666.666.667,-115.0,-104.04,-115.0,-99.675,-100.37,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055.506,-34.951.693,TRUE
1170,-109.088.333.333.333,-107.2,-107.01,-108.43,-102.202.857.142.857,-100.335.714.285.714,-103.065,-102.11,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
2182,-98.748,-97.35,-99.592,-99.5,-91.935,-9.251.428.571.428.560,-100.03,-96.85,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
7850,-900.471.428.571.429,-982.457.142.857.143,-98.28,-100.931.666.666.667,-982.575,-909.114.285.714.286,-845.666.666.666.667,-98.116,-60.77,5.0,7.0,1.0,-805.279,-3.495.978,FALSE
9125,-9.725.714.285.714.290,-8.642.476.190.476.190,-100.0,-80.83,-988.225,-961.673.214.285.714,-95.915,-101.01,-96.56,3.0,2.0,5.0,-804.865,-3.494.696,FALSE
1859,-98.748,-99.67,-98.61,-100.51,-865.975,-90.46,-100.03,-99.21,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
4519,-101.196.666.666.667,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-91.22,-115.0,5.0,3.0,2.0,-8.055.506,-34.951.693,TRUE
5681,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-93.005,-9.772.714.285.714.290,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
7866,-893.957.142.857.143,-982.457.142.857.143,-86.97,-100.931.666.666.667,-982.575,-923.942.857.142.857,-845.666.666.666.667,-98.116,-70.16,5.0,7.0,1.0,-80.527,-3.495.976,FALSE
5918,-103.705,-110.425,-107.381.666.666.667,-110.33,-93.58,-90.51,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
5987,-103.705,-110.425,-107.381.666.666.667,-110.33,-92.295,-102.44,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
6870,-94.52,-9.779.142.857.142.850,-930.428.571.428.572,-979.533.333.333.333,-909.425,-897.442.857.142.857,-830.883.333.333.333,-7.385.600.000.000.000,-944.175,6.0,5.0,1.0,-805.617,-3.495.506,FALSE
6403,-103.705,-110.425,-107.381.666.666.667,-110.33,-104.38,-105.56,-102.726.666.666.667,-101.46,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
3121,-103.04,-115.0,-98.56,-115.0,-917.266.666.666.666,-956.157.142.857.143,-99.255,-93.186,-115.0,5.0,3.0,3.0,-8.055.833.999.999.990,-34.951.362,TRUE
387,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-9.159.857.142.857.140,-932.883.333.333.333,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
7244,-93.97,-93.72,-916.666.666.666.667,-82.58,-740.929.166.666.667,-74.02,-86.44,-84.37,-963.725,5.0,3.0,3.0,-805.537,-3.495.067,FALSE
1032,-109.088.333.333.333,-107.2,-107.01,-108.43,-993.342.857.142.857,-100.04,-103.475,-99.12,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
7308,-957.028.571.428.572,-93.55,-9.211.714.285.714.290,-90.2,-82.02,-8.707.857.142.857.140,-950.416.666.666.667,-77.434,-96.7,5.0,3.0,2.0,-805.523,-3.495.187,FALSE
5356,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-89.785,-8.813.285.714.285.700,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
931,-109.088.333.333.333,-107.2,-107.01,-108.43,-97.2,-9.991.285.714.285.700,-99.84,-97.295,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
4019,-106.07,-115.0,-106.67,-104.161.666.666.667,-975.328.571.428.571,-939.433.333.333.333,-982.514.285.714.286,-97.455,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
691,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-956.871.428.571.428,-93.86,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
7566,-899.357.142.857.143,-99.21,-9.027.285.714.285.700,-1.031.225,-101.565,-952.242.857.142.857,-63.55,-88.874,-83.27,5.0,6.0,0.0,-805.423,-3.495.763,FALSE
6204,-103.705,-110.425,-107.381.666.666.667,-110.33,-97.085,-104.73,-100.303.333.333.333,-99.57,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
829,-109.088.333.333.333,-107.2,-107.01,-108.43,-97.2,-9.814.857.142.857.140,-99.84,-94.665,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
3498,-107.65,-115.0,-98.56,-115.0,-998.866.666.666.667,-9.784.571.428.571.430,-99.255,-99.588,-115.0,5.0,3.0,3.0,-8.055.833.999.999.990,-34.951.362,TRUE
2081,-98.748,-106.79,-98.61,-95.85,-89.395,-917.071.428.571.428,-100.03,-95.785,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
9138,-90.45,-8.753.142.857.142.850,-77.75,-75.13,-908.225,-879.076.190.476.191,-91.375,-98.012,-967.925,2.0,3.0,4.0,-804.862,-3.495.084,FALSE
44,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-841.133.333.333.333,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
3939,-106.07,-115.0,-106.67,-104.161.666.666.667,-973.885.714.285.714,-93.39,-978.942.857.142.857,-94.99,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
4891,-987.633.333.333.333,-115.0,-99.75,-115.0,-102.805,-98.99,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055.506,-34.951.693,TRUE
7930,-8.776.142.857.142.850,-8.697.285.714.285.720,-895.042.857.142.857,-64.17,-76.92,-8.417.714.285.714.290,-86.4,-95.04,-97.255,4.0,1.0,4.0,-8.052.389.999.999.990,-3.494.839,FALSE
2965,-115.0,-115.0,-115.0,-115.0,-92.08,-94.59,-842.433.333.333.333,-782.614.285.714.286,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
3969,-106.07,-115.0,-106.67,-104.161.666.666.667,-968.857.142.857.143,-939.633.333.333.333,-978.942.857.142.857,-98.175,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
1187,-109.088.333.333.333,-107.2,-107.01,-108.43,-103.691.428.571.429,-100.335.714.285.714,-103.065,-102.11,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
284,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-830.616.666.666.667,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
8583,-91.66,-9.500.714.285.714.290,-84.78,-99.26,-939.625,-87.72,-901.316.666.666.667,-102.204,-88.29,5.0,7.0,2.0,-805.092,-349.597,FALSE
4159,-106.07,-115.0,-106.67,-104.161.666.666.667,-9.794.714.285.714.290,-969.533.333.333.333,-989.657.142.857.143,-971.633.333.333.333,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
3092,-103.04,-115.0,-98.56,-115.0,-917.266.666.666.666,-956.157.142.857.143,-99.255,-948.866.666.666.667,-115.0,5.0,3.0,3.0,-8.055.833.999.999.990,-34.951.362,TRUE
4269,-106.07,-115.0,-106.67,-104.161.666.666.667,-9.794.714.285.714.290,-100.48,-9.923.571.428.571.430,-971.633.333.333.333,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
5125,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,-8.873.571.428.571.430,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
7852,-87.78,-8.943.857.142.857.140,-890.457.142.857.143,-68.29,-794.025,-83.61,-905.616.666.666.667,-92.866,-97.255,4.0,1.0,4.0,-805.279,-3.494.862,FALSE
7105,-946.914.285.714.286,-973.871.428.571.429,-93.71,-976.466.666.666.667,-882.125,-91.64,-93.62,-63.396,-92.47,5.0,5.0,1.0,-8.055.530.000.000.000,-349.553,FALSE
3195,-103.04,-115.0,-98.56,-115.0,-94.36,-95.83,-99.255,-94.714,-115.0,5.0,3.0,3.0,-8.055.833.999.999.990,-34.951.362,TRUE
9600,-892.671.428.571.429,-91.93,-93.34,-95.595,-909.375,-84.135,-84.315,-78.44,-96.92,3.0,3.0,7.0,-804.647,-3.494.532,FALSE
969,-109.088.333.333.333,-107.2,-107.01,-108.43,-9.785.285.714.285.700,-9.951.857.142.857.140,-101.13,-96.545,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
3734,-106.07,-115.0,-106.67,-104.161.666.666.667,-962.228.571.428.571,-92.92,-961.257.142.857.143,-920.983.333.333.333,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
925,-109.088.333.333.333,-107.2,-107.01,-108.43,-97.2,-992.514.285.714.286,-100.69,-97.295,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
9191,-80.44,-8.919.142.857.142.850,-93.33,-90.71,-95.965,-88.5,-879.133.333.333.333,-98.012,-986.525,2.0,3.0,4.0,-804.853,-3.495.142,FALSE
6006,-103.705,-110.425,-107.381.666.666.667,-110.33,-92.295,-102.44,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
7217,-85.53,-9.856.857.142.857.140,-90.97,-961.066.666.666.667,-93.49,-91.41,-885.316.666.666.667,-87.14,-90.41,5.0,5.0,0.0,-80.554,-3.495.608,FALSE
2851,-115.0,-115.0,-115.0,-115.0,-96.33,-934.833.333.333.333,-834.966.666.666.667,-782.614.285.714.286,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
8818,-819.994.285.714.286,-982.553.571.428.572,-87.9,-101.535,-9.759.125,-94.09,-8.061.722.222.222.220,-999.346.666.666.667,-96.36,3.0,4.0,2.0,-804.998,-3.495.472,FALSE
9070,-100.06,-8.449.428.571.428.570,-9.593.428.571.428.560,-78.27,-964.925,-947.016.071.428.571,-943.466.666.666.666,-98.844,-963.575,3.0,2.0,5.0,-8.048.869.999.999.990,-3.494.699,FALSE
8711,-8.684.857.142.857.140,-9.750.785.714.285.700,-8.957.142.857.142.850,-96.59,-974.925,-96.41,-87.395,-98.048,-98.36,3.0,4.0,2.0,-8.050.460.000.000.000,-3.495.389,FALSE
9512,-972.192.857.142.857,-74.13,-953.216.666.666.667,-93.76,-101.895,-93.2,-98.94,-101.806,-944.075,2.0,3.0,6.0,-804.707,-34.947.540.000.000.000,FALSE
4792,-977.366.666.666.667,-115.0,-98.49,-115.0,-103.315,-101.13,-100.81,-99.32,-115.0,5.0,3.0,2.0,-8.055.506,-34.951.693,TRUE
7355,-88.28,-955.728.571.428.572,-92.05,-93.15,-82.14,-9.134.857.142.857.140,-90.12,-78.13,-96.47,5.0,4.0,2.0,-805.514,-349.533,FALSE
3626,-107.65,-115.0,-98.56,-115.0,-9.845.666.666.666.660,-9.784.571.428.571.430,-99.255,-101.098,-115.0,5.0,3.0,3.0,-8.055.833.999.999.990,-34.951.362,TRUE
1789,-98.748,-99.67,-98.61,-95.6,-916.975,-8.709.571.428.571.430,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
7822,-884.761.904.761.905,-9.668.857.142.857.140,-85.09,-100.793.333.333.333,-986.375,-959.528.571.428.571,-984.983.333.333.333,-99.518,-97.765,4.0,4.0,2.0,-805.286,-3.495.387,FALSE
2059,-98.748,-106.79,-98.61,-99.62,-89.395,-90.49,-100.03,-95.785,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
4013,-106.07,-115.0,-106.67,-104.161.666.666.667,-968.357.142.857.143,-939.433.333.333.333,-982.514.285.714.286,-90.34,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
1902,-98.748,-99.67,-98.61,-98.49,-887.725,-90.56,-100.03,-99.21,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
7110,-89.53,-921.657.142.857.143,-916.666.666.666.667,-75.27,-70.65,-72.15,-908.366.666.666.667,-8.553.399.999.999.990,-963.725,5.0,3.0,3.0,-8.055.530.000.000.000,-3.495.074,FALSE
8301,-8.815.285.714.285.700,-982.785.714.285.714,-90.05,-985.116.666.666.667,-994.975,-9.439.857.142.857.140,-796.933.333.333.333,-95.63,-86.43,4.0,6.0,1.0,-8.051.739.999.999.990,-3.495.763,FALSE
75,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-831.866.666.666.667,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
2345,-98.748,-98.16,-99.592,-99.62,-91.935,-9.251.428.571.428.560,-100.03,-97.63,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
5106,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,-8.873.571.428.571.430,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
430,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-899.542.857.142.857,-931.633.333.333.333,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
4694,-101.28,-115.0,-100.06,-115.0,-98.615,-93.73,-98.74,-987.875,-115.0,5.0,3.0,2.0,-8.055.506,-34.951.693,TRUE
4381,-101.196.666.666.667,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-875.925,-115.0,5.0,3.0,2.0,-8.055.506,-34.951.693,TRUE
7586,-84.39,-994.185.714.285.714,-9.027.285.714.285.700,-103.375.833.333.333,-102.89,-95.78,-66.046,-88.874,-87.08,5.0,5.0,0.0,-8.054.160.000.000.000,-349.573,FALSE
1553,-109.088.333.333.333,-107.2,-107.148.571.428.571,-109.36,-105.567.142.857.143,-104.704.285.714.286,-104.23,-104.29,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
240,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-847.616.666.666.667,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
783,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-956.871.428.571.429,-93.86,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
3066,-103.04,-115.0,-98.56,-115.0,-917.266.666.666.666,-956.157.142.857.143,-99.255,-95.09,-115.0,5.0,3.0,3.0,-8.055.833.999.999.990,-34.951.362,TRUE
977,-109.088.333.333.333,-107.2,-107.01,-108.43,-9.865.142.857.142.850,-100.04,-101.13,-96.545,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
2941,-115.0,-115.0,-115.0,-115.0,-100.04,-94.59,-842.433.333.333.333,-782.614.285.714.286,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
5006,-103.116.666.666.667,-115.0,-104.04,-115.0,-102.425,-99.87,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055.506,-34.951.693,TRUE
4404,-101.196.666.666.667,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-875.925,-115.0,5.0,3.0,2.0,-8.055.506,-34.951.693,TRUE
1620,-98.748,-99.67,-98.61,-95.98,-81.785,-85.15,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
2146,-98.748,-106.79,-98.396,-101.07,-89.395,-9.251.428.571.428.560,-100.03,-95.44,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
1801,-98.748,-99.67,-98.61,-97.55,-95.34,-8.643.428.571.428.560,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
2095,-98.748,-106.79,-98.396,-95.85,-89.395,-913.314.285.714.286,-100.03,-95.785,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
5653,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-92.6,-9.772.714.285.714.290,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
4879,-987.633.333.333.333,-115.0,-99.75,-115.0,-102.805,-98.99,-100.31,-995.725,-115.0,5.0,3.0,2.0,-8.055.506,-34.951.693,TRUE
1357,-109.088.333.333.333,-107.2,-107.01,-1.090.225,-105.637.142.857.143,-103.741.428.571.429,-104.68,-102.61,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
7504,-83.7,-987.371.428.571.429,-8.990.285.714.285.700,-1.017.375,-1.015.175,-93.71,-783.476.666.666.667,-813.505.714.285.714,-92.84,5.0,5.0,0.0,-805.444,-3.495.618,FALSE
5632,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-91.445,-98.55,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
5601,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-102.815,-965.857.142.857.143,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
7625,-84.98,-86.235,-82.23,-67.29,-61.42,-782.714.285.714.286,-905.733.333.333.333,-86.816,-97.255,5.0,0.0,5.0,-805.395,-3.494.651,FALSE
8483,-839.357.142.857.143,-9.500.714.285.714.290,-846.371.428.571.428,-99.26,-960.175,-9.107.142.857.142.850,-901.316.666.666.667,-98.266,-78.38,4.0,6.0,1.0,-805.128,-3.495.879,FALSE
5070,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,-8.873.571.428.571.430,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
1609,-98.748,-99.67,-98.61,-95.98,-81.785,-8.466.571.428.571.420,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
3096,-103.04,-115.0,-98.56,-115.0,-917.266.666.666.666,-956.157.142.857.143,-99.255,-94.692,-115.0,5.0,3.0,3.0,-8.055.833.999.999.990,-34.951.362,TRUE
2415,-115.0,-115.0,-115.0,-115.0,-96.33,-9.266.833.333.333.330,-824.533.333.333.333,-78.36,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
2017,-98.748,-97.85,-98.61,-99.25,-89.445,-90.82,-100.03,-97.07,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
7145,-946.914.285.714.286,-973.871.428.571.429,-935.928.571.428.572,-980.533.333.333.333,-882.125,-914.775,-801.583.333.333.333,-63.396,-97.41,5.0,5.0,1.0,-8.055.489.999.999.990,-3.495.528,FALSE
4125,-106.07,-115.0,-106.67,-104.161.666.666.667,-979.471.428.571.428,-95.5,-982.485.714.285.714,-967.116.666.666.667,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
9488,-885.557.142.857.143,-803.157.142.857.143,-870.242.857.142.857,-925.083.333.333.333,-92.04,-9.020.142.857.142.850,-900.516.666.666.667,-99.034,-944.075,1.0,3.0,5.0,-804.721,-349.506,FALSE
3246,-100.83,-115.0,-98.56,-115.0,-93.86,-95.83,-99.255,-96.35,-115.0,5.0,3.0,3.0,-8.055.833.999.999.990,-34.951.362,TRUE
124,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.53,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
5983,-103.705,-110.425,-107.381.666.666.667,-110.33,-92.295,-102.44,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
8670,-8.291.571.428.571.420,-96.72,-831.557.142.857.143,-96.59,-985.125,-96.13,-99.21,-98.048,-98.1,3.0,4.0,2.0,-805.054,-3.495.368,FALSE
8819,-9.442.714.285.714.290,-8.596.142.857.142.850,-932.814.285.714.286,-57.14,-84.965,-850.685.714.285.714,-903.066.666.666.667,-94.342,-989.125,4.0,1.0,6.0,-804.997,-3.494.587,FALSE
8860,-74.58,-985.492.857.142.857,-79.83,-999.716.666.666.666,-94.16,-9.306.714.285.714.290,-8.061.722.222.222.220,-999.346.666.666.667,-971.045.833.333.333,3.0,4.0,3.0,-8.049.760.000.000.000,-3.495.465,FALSE
3341,-100.83,-115.0,-98.56,-115.0,-100.19,-9.784.571.428.571.430,-99.255,-95.238,-115.0,5.0,3.0,3.0,-8.055.833.999.999.990,-34.951.362,TRUE
598,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-9.579.857.142.857.140,-89.625,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
2123,-98.748,-106.79,-98.396,-100.32,-89.395,-9.251.428.571.428.560,-100.03,-95.44,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
7272,-97.03,-96.14,-96.34,-954.047.222.222.222,-876.025,-93.67,-91.56,-80.634,-96.28,5.0,4.0,1.0,-805.531,-349.537,FALSE
5839,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-97.965,-971.142.857.142.857,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
8156,-97.8,-9.568.428.571.428.560,-8.716.857.142.857.140,-99.26,-982.575,-9.328.464.285.714.290,-88.77,-99.194,-73.41,5.0,7.0,1.0,-8.051.960.000.000.000,-349.598,FALSE
9352,-97.4,-8.474.285.714.285.700,-95.19,-86.76,-99.66,-101.75,-106.07,-102.064,-946.125,3.0,2.0,5.0,-804.809,-349.475,FALSE
2197,-98.748,-97.35,-99.592,-99.06,-91.935,-99.49,-100.03,-96.85,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
4051,-106.07,-115.0,-106.67,-104.161.666.666.667,-985.457.142.857.143,-95.5,-9.957.142.857.142.850,-959.516.666.666.667,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
7469,-94.42,-953.957.142.857.143,-88.57,-923.883.333.333.333,-92.73,-85.03,-909.433.333.333.333,-82.58,-955.475,5.0,4.0,2.0,-805.453,-3.495.364,FALSE
3362,-100.83,-115.0,-98.56,-115.0,-997.733.333.333.333,-9.784.571.428.571.430,-99.255,-97.404,-115.0,5.0,3.0,3.0,-8.055.833.999.999.990,-34.951.362,TRUE
7197,-914.642.857.142.857,-91.97,-916.666.666.666.667,-86.34,-834.025,-812.314.285.714.286,-894.841.666.666.667,-8.533.200.000.000.000,-963.725,5.0,2.0,3.0,-805.543,-3.495.053,FALSE
725,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-956.871.428.571.429,-93.86,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
7926,-8.855.142.857.142.850,-9.090.142.857.142.850,-901.928.571.428.572,-58.09,-824.825,-816.271.428.571.429,-906.333.333.333.333,-91.054,-97.255,4.0,0.0,5.0,-805.242,-349.467,FALSE
978,-109.088.333.333.333,-107.2,-107.01,-108.43,-9.865.142.857.142.850,-100.04,-101.13,-96.545,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
808,-109.088.333.333.333,-107.2,-107.01,-108.43,-97.2,-9.814.857.142.857.140,-99.84,-94.665,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
6867,-912.185.714.285.714,-88.03,-922.171.428.571.429,-914.025,-855.925,-78.27,-92.96,-88.71,-963.725,5.0,3.0,3.0,-805.618,-3.495.081,FALSE
9126,-7.227.571.428.571.420,-853.292.857.142.857,-75.5,-89.45,-8.873.125,-89.64,-88.76,-99.226,-967.675,2.0,4.0,3.0,-8.048.639.999.999.990,-34.952.940.000.000.000,FALSE
6836,-948.142.857.142.857,-9.779.142.857.142.850,-940.171.428.571.429,-98.32,-909.425,-9.084.142.857.142.850,-830.883.333.333.333,-68.544,-96.67,6.0,5.0,1.0,-805.631,-3.495.508,FALSE
8741,-8.411.142.857.142.850,-956.792.857.142.857,-857.114.285.714.286,-96.22,-985.125,-95.97,-865.791.666.666.667,-98.048,-99.62,3.0,4.0,3.0,-805.038,-3.495.375,FALSE
3962,-103.53,-115.0,-106.67,-104.161.666.666.667,-9.693.857.142.857.140,-939.633.333.333.333,-978.942.857.142.857,-98.175,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
5980,-103.705,-110.425,-107.381.666.666.667,-110.33,-925.566.666.666.667,-102.44,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
6788,-9.234.714.285.714.290,-990.457.142.857.143,-100.37,-102.95,-90.19,-936.985.714.285.714,-85.83,-66.078,-83.65,6.0,5.0,1.0,-8.056.569.999.999.990,-3.495.599,FALSE
1235,-109.088.333.333.333,-107.2,-107.01,-108.43,-105.327.142.857.143,-101.652.857.142.857,-103.065,-102.11,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
1225,-109.088.333.333.333,-107.2,-107.01,-108.43,-105.245.714.285.714,-101.652.857.142.857,-103.065,-102.11,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
7414,-91.16,-96.35,-87.89,-96.31,-90.27,-9.051.857.142.857.140,-91.71,-86.71,-99.13,5.0,4.0,1.0,-805.482,-3.495.365,FALSE
