,id_ponto,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,num_lat_bts,num_long_bts,flag_indoor
756,8648,-79.95,,-79.51,-94.21,-955.575,,-92.465,-96.342,-982.875,3.0,4.0,3.0,-0.805059,-3.495321,False
757,8770,,-83.83,,-78.46,-93.16,,,-95.518,-989.125,3.0,1.0,5.0,-0.805022,-34947540000.0,False
758,5327,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-86.0,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
759,8252,,-98.49,,-65.53,-762.575,,,-95.05,-97.6,4.0,1.0,4.0,-0.805183,-34948170000.0,False
760,4726,-101.28,-115.0,-98.49,-115.0,-99.34,-93.73,-98.74,-98.66,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
761,5204,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
762,838,,-107.2,-107.01,-108.43,-97.2,,-99.84,-94.665,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
763,9596,,-96.35,,-96.79,-909.375,-97.85,,-83.32,-96.92,3.0,3.0,7.0,-0.804647,-34945370000.0,False
764,2374,-115.0,-115.0,-115.0,-115.0,-96.33,,,-78.36,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
765,4471,,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-937.375,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
766,3404,-100.83,-115.0,-98.56,-115.0,,,-99.255,-98.67,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
767,3912,-106.07,-115.0,-106.67,,,-93.39,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
768,8225,-91.03,,-88.59,-57.33,-69.65,,,-95.05,-97.6,4.0,1.0,4.0,-0.805187,-3.494815,False
769,3567,-107.65,-115.0,-98.56,-115.0,,,-99.255,-101.098,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
770,8965,,-91.85,,-84.82,-92.88,,-82.31,-96.186,-962.825,2.0,4.0,3.0,-8049339999.99999,-3.495304,False
771,6879,,,,-92.03,-83.105,,,-96.52,-963.725,5.0,3.0,3.0,-0.805613,-3.495082,False
772,3087,-103.04,-115.0,-98.56,-115.0,,,-99.255,-95.09,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
773,6476,-103.705,-110.425,,-110.33,-104.38,-106.59,,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
774,8361,-95.34,-84.25,,-70.63,-87.23,-95.59,,-97.924,-97.6,4.0,1.0,5.0,-0.805161,-3.494781,False
775,450,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
776,5148,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
777,1714,-98.748,-99.67,-98.61,-95.98,-84.315,-84.56,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
778,1923,-98.748,-99.67,-98.61,-97.86,-928.375,,-100.03,-95.25,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
779,8712,,,-101.24,-86.2,-94.775,-101.62,-93.5,-95.348,-987.325,3.0,2.0,4.0,-8050460000.0,-3.495049,False
780,339,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
781,8978,-77.83,,,,-98.16,-93.84,-84.49,,-97.35,3.0,5.0,2.0,-0.804928,-3.495598,False
782,8285,,,,-99.26,-982.575,,-88.34,-99.194,-80.41,5.0,7.0,1.0,-0.805177,-0.349598,False
783,4763,-100.4,-115.0,-98.49,-115.0,-95.475,-93.73,-98.74,-98.66,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
784,7538,,,,,,-95.78,,,,5.0,5.0,0.0,-0.805435,-0.349565,False
785,4562,,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-93.1,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
786,6130,-103.705,-110.425,,-110.33,-100.74,-98.47,-100.22,-98.065,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
787,588,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,-89.625,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
788,3365,-100.83,-115.0,-98.56,-115.0,,,-99.255,-97.404,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
789,2670,-115.0,-115.0,-115.0,-115.0,-96.33,,-88.89,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
790,1419,,-107.2,,,-105.51,,-104.68,-106.02,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
791,3589,-107.65,-115.0,-98.56,-115.0,,,-99.255,-101.098,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
792,34,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
793,7851,,,-91.97,,-982.575,,,-98.116,-66.85,5.0,7.0,1.0,-0.805279,-3.495975,False
794,28,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
795,6521,-103.705,-110.425,,-110.33,-107.18,-106.59,,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
796,777,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,-93.86,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
797,1362,,-107.2,,,,,-104.68,-102.61,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
798,1410,,-107.2,,,,,-104.68,-103.915,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
799,4270,-106.07,-115.0,-106.67,,,-100.48,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
800,2170,-98.748,-97.35,-99.592,-98.4,-91.935,,-100.03,-96.85,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
801,9051,-73.01,,-72.26,-91.33,-90.9,,-92.765,-99.226,-967.675,2.0,4.0,3.0,-0.804895,-3.495299,False
802,889,,-107.2,-107.01,-108.43,-92.85,,-99.84,-94.665,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
803,3322,-100.83,-115.0,-98.56,-115.0,-98.35,,-99.255,-95.502,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
804,9095,-80.76,,-83.07,-75.82,-902.675,,-92.815,-97.496,-967.925,2.0,3.0,4.0,-8048760000.0,-3.495044,False
805,3514,-107.65,-115.0,-98.56,-115.0,-98.46,,-99.255,-100.444,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
806,4122,-106.07,-115.0,-106.67,,,-95.5,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
807,7940,,,,-98.85,-982.575,,,-98.116,-88.29,5.0,7.0,1.0,-0.805233,-3.495978,False
808,6816,,,,-86.34,-93.91,-84.27,,-90.598,-95.73,6.0,3.0,3.0,-8056410000.0,-3.495068,False
809,2244,-98.748,-97.35,-99.592,-96.99,-91.935,,-100.03,-101.03,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
810,6914,-82.21,,-85.59,,-92.505,,-78.5,,-83.71,6.0,5.0,0.0,-0.805593,-3.495643,False
811,3524,-107.65,-115.0,-98.56,-115.0,-98.46,,-99.255,-100.394,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
812,7306,-86.77,-96.14,-88.96,-94.58,-84.89,,-82.075,-80.47,-973.875,5.0,4.0,1.0,-0.805523,-3.495369,False
813,428,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
814,9159,,-93.51,,-91.01,-939.325,,,-98.012,-987.325,2.0,3.0,4.0,-0.804857,-3.495118,False
815,6591,-103.705,-110.425,,-110.33,-108.345,-106.59,,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
816,432,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
817,1654,-98.748,-99.67,-98.61,-95.98,-86.785,-87.96,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
818,178,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
819,6858,,,,,-78.96,,-88.88,,-963.725,5.0,3.0,3.0,-0.805621,-3.495075,False
820,223,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
821,8343,,,-86.84,,-925.975,,-74.44,-93.38,-940.275,4.0,4.0,2.0,-0.805165,-34955220000.0,False
822,4031,-106.07,-115.0,-106.67,,,-95.5,-98.79,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
823,1886,-98.748,-99.67,-98.61,-99.37,-891.475,-86.77,-100.03,-99.21,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
824,7212,-81.58,,-84.2,,-93.13,-96.72,-87.905,-738.364,,5.0,5.0,0.0,-0.080554,-3.495619,False
825,1786,-98.748,-99.67,-98.61,-95.6,-891.475,,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
826,1590,,-107.2,,-109.54,,,-104.23,-104.29,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
827,8089,-86.45,,,-72.19,-94.08,-85.45,,-95.754,-952.225,4.0,2.0,4.0,-0.805207,-0.349499,False
828,3256,-100.83,-115.0,-98.56,-115.0,,,-99.255,-96.35,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
829,2550,-115.0,-115.0,-115.0,-115.0,-96.33,,,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
830,4302,-108.61,-115.0,-106.67,,,-100.48,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
831,4438,,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-88.735,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
832,2181,-98.748,-97.35,-99.592,-99.5,-91.935,,-100.03,-96.85,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
833,6234,-103.705,-110.425,,-110.33,-97.085,-104.73,,-99.57,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
834,6334,-103.705,-110.425,,-110.33,-98.065,-105.56,-99.48,-101.46,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
835,5599,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-102.815,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
836,2069,-98.748,-106.79,-98.61,-96.86,-89.395,-97.23,-100.03,-95.785,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
837,6513,-103.705,-110.425,,-110.33,-107.18,-106.59,,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
838,6098,-103.705,-110.425,,-110.33,-100.74,-93.02,-98.33,-99.005,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
839,1121,,-107.2,-107.01,-108.43,,,-103.065,-100.79,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
840,880,,-107.2,-107.01,-108.43,-97.2,,-99.84,-94.665,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
841,6319,-103.705,-110.425,,-110.33,-98.065,-105.56,-99.48,-101.46,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
842,5956,-103.705,-110.425,,-110.33,-93.58,-93.27,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
843,4454,,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-91.41,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
844,579,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,-89.625,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
845,3985,-106.07,-115.0,-106.67,,-96.33,,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
846,7873,,,,-70.79,-90.06,,,-93.336,-97.255,4.0,1.0,4.0,-8052669999.99999,-3.494855,False
847,5532,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-92.285,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
848,5269,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-94.455,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
849,1209,,-107.2,-107.01,-108.43,,,-103.065,-102.11,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
850,7953,,-97.33,-96.02,-98.85,-982.575,,,-98.116,-81.08,5.0,7.0,1.0,-0.805229,-3.495981,False
851,3886,-106.07,-115.0,-106.67,,,-93.39,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
852,9367,-88.64,,-93.14,-92.26,-97.685,,-106.07,-102.064,-944.075,2.0,2.0,5.0,-0.804805,-3.494762,False
853,1706,-98.748,-99.67,-98.61,-95.98,-824.725,,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
854,1158,,-107.2,-107.01,-108.43,,,-103.065,-101.825,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
855,2306,-98.748,-98.16,-99.592,-102.59,-91.935,,-100.03,-100.81,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
856,273,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
857,171,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
858,8946,-77.81,-100.43,-75.01,-99.55,-94.65,,,,-994.975,3.0,5.0,2.0,-8049439999.99999,-3.495543,False
859,6701,-92.62,,,-97.56,-764.875,-76.11,,-82.554,-962.325,7.0,3.0,4.0,-0.805844,-3.494985,False
860,7251,-91.2,,-88.76,-81.14,-71.14,,,-78.767,-963.725,5.0,3.0,3.0,-0.805536,-3.495094,False
861,4516,,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-89.72,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
862,8442,,-86.97,-102.39,-91.59,-87.705,,-96.825,-99.818,-97.6,4.0,1.0,5.0,-0.805141,-3.494769,False
863,8466,,-91.89,,-83.0,-88.46,-83.94,-92.28,-94.758,-947.075,3.0,4.0,2.0,-0.805134,-3.495323,False
864,5869,-103.705,-110.425,,-110.33,-93.58,-95.52,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
865,5265,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-94.455,-101.88,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
866,1564,,-107.2,,-109.54,,,-104.23,-104.29,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
867,1782,-98.748,-99.67,-98.61,-98.24,-92.34,,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
868,843,,-107.2,-107.01,-108.43,-97.2,,-99.84,-94.665,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
869,9045,-69.83,,-73.51,,-88.08,,-89.895,,-92.84,3.0,6.0,2.0,-0.804898,-3.495705,False
870,7065,-91.89,,-82.68,-94.765,-100.225,,,-85.38,-53.27,6.0,6.0,0.0,-0.805557,-3.495913,False
871,904,,-107.2,-107.01,-108.43,-97.2,,-99.84,-94.665,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
872,5503,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-88.47,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
873,9361,-92.08,-88.95,-87.51,-97.46,-97.685,,-106.07,-102.064,-944.075,2.0,2.0,5.0,-0.804807,-0.349476,False
874,4762,-100.4,-115.0,-98.49,-115.0,-95.475,-93.73,-98.74,-98.66,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
875,4936,,-115.0,-102.08,-115.0,-99.675,-100.75,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
876,1547,,-107.2,,-109.36,,,-104.23,-104.29,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
877,7156,-91.83,,-89.32,-91.95,-92.27,,,-73.072,-89.83,5.0,5.0,0.0,-0.805547,-3.495592,False
878,5250,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-94.455,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
879,2080,-98.748,-106.79,-98.61,-97.36,-89.395,,-100.03,-95.785,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
880,1565,,-107.2,,-109.54,,,-104.23,-104.29,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
881,5572,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-99.71,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
882,4510,,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-913.275,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
883,5950,-103.705,-110.425,,-110.33,-93.58,-93.27,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
884,4870,,-115.0,-99.75,-115.0,-102.805,-98.99,-100.31,-995.725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
885,9466,-86.15,,-72.82,-88.33,-94.15,,,-99.034,-944.075,1.0,3.0,5.0,-0.804733,-3.495063,False
886,6117,-103.705,-110.425,,-110.33,-100.74,-93.02,-100.22,-98.065,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
887,7653,-94.34,-96.95,-88.03,,,,-69.75,,-81.59,5.0,5.0,1.0,-0.080538,-3.495583,False
888,7495,-87.47,,,,-888.325,,-92.3,-79.33,-95.455,5.0,4.0,1.0,-0.805446,-3.495374,False
889,8809,-93.83,,,-79.75,-94.525,-94.7,,-96.632,-987.325,3.0,3.0,4.0,-0.805001,-3.495045,False
890,6840,,,,-98.32,-909.425,,,-68.544,-930.075,6.0,5.0,1.0,-0.080563,-3.495507,False
891,1113,,-107.2,-107.01,-108.43,,,-103.065,-100.79,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
892,2646,-115.0,-115.0,-115.0,-115.0,-96.33,,-88.89,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
893,4149,-106.07,-115.0,-106.67,-102.97,,,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
894,7420,,,,,-90.27,,-92.7,-91.83,-96.49,5.0,4.0,1.0,-8054780000.0,-3.495365,False
895,9130,-97.04,-88.01,,-81.25,-988.225,-90.2,-95.915,-101.01,-96.56,3.0,2.0,5.0,-8048639999.99999,-3.494708,False
896,6091,-103.705,-110.425,,-110.33,-97.095,-93.02,-98.33,-99.005,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
897,2300,-98.748,-98.16,-99.592,-99.37,-91.935,,-100.03,-100.81,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
898,6522,-103.705,-110.425,,-110.33,-107.18,-106.59,,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
899,254,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
900,5650,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-92.6,-98.55,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
901,3161,-103.04,-115.0,-98.56,-115.0,,-98.0,-99.255,-93.434,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
902,4280,-106.07,-115.0,-106.67,,,-100.48,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
903,4262,-106.07,-115.0,-106.67,,,-100.48,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
904,6581,-103.705,-110.425,,-110.33,-108.345,-106.59,,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
905,8807,,,,-101.535,,-81.83,-77.5,,,3.0,4.0,2.0,-0.805001,-3.495473,False
906,2155,-98.748,-106.79,-98.396,-99.37,-89.395,,-100.03,-94.72,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
907,6681,,-96.94,,-94.93,,,-92.23,-85.632,-958.575,7.0,3.0,4.0,-0.805862,-3.494928,False
908,3274,-100.83,-115.0,-98.56,-115.0,,,-99.255,-96.904,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
909,6253,-103.705,-110.425,,-110.33,-95.58,-105.56,-100.24,-99.57,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
910,6421,-103.705,-110.425,,-110.33,-104.38,-105.56,,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
911,2589,-115.0,-115.0,-115.0,-115.0,-96.33,,,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
912,3715,-106.07,-115.0,-106.67,,,-92.92,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
913,5398,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-95.165,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
914,3110,-103.04,-115.0,-98.56,-115.0,,,-99.255,-93.186,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
915,5454,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-98.68,-93.41,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
916,303,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
917,9193,,,,,-93.035,-97.6,,,-939.875,2.0,4.0,3.0,-0.804852,-3.495431,False
918,8916,,,-80.26,,-954.775,,-84.0,-102.688,-90.27,4.0,7.0,2.0,-8049539999.99999,-0.349598,False
919,420,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
920,6020,-103.705,-110.425,,-110.33,-92.295,-102.44,-98.33,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
921,3102,-103.04,-115.0,-98.56,-115.0,,,-99.255,,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
922,4686,-101.28,-115.0,-100.06,-115.0,-98.615,-96.1,-98.74,-96.575,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
923,558,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-91.13,-89.625,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
924,6874,,,,-90.595,-855.925,-80.02,-92.96,-90.518,-963.725,5.0,3.0,3.0,-0.805615,-3.495082,False
925,5851,-103.705,-110.425,,-110.33,-93.58,-95.52,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
926,1436,,-107.2,,,,,-104.68,-106.02,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
927,4081,-106.07,-115.0,-106.67,,,-96.35,,-95.05,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
928,7450,,,-97.56,,,,,-96.35,-963.725,5.0,2.0,3.0,-0.805462,-34949659999.9999,False
929,7699,,-89.4,,-74.29,-768.775,-76.11,-89.65,-83.63,-96.72,4.0,2.0,4.0,-0.805358,-3.494906,False
930,376,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,-94.04,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
931,1869,-98.748,-99.67,-98.61,-100.51,-86.02,,-100.03,-99.21,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
932,4672,-101.28,-115.0,-100.06,-115.0,-98.615,-96.1,-94.42,-946.175,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
933,6173,-103.705,-110.425,,-110.33,-100.17,-98.47,,-99.57,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
934,1834,-98.748,-99.67,-98.61,-99.31,-88.57,,-100.03,-96.665,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
935,1658,-98.748,-99.67,-98.61,-95.98,-84.69,,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
936,755,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,-93.86,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
937,7985,,,,-62.23,,,-89.44,-91.774,-97.6,4.0,1.0,4.0,-0.805223,-34948190000.0,False
938,5046,-102.61,-115.0,-103.4,-115.0,-104.295,-97.36,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
939,4885,,-115.0,-99.75,-115.0,-102.805,-98.99,-100.31,-995.725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
940,3836,-106.07,-115.0,-106.67,,,-92.92,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
941,4975,,-115.0,-102.08,-115.0,-99.675,-101.26,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
942,290,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
943,2236,-98.748,-97.35,-99.592,-96.55,-91.935,,-100.03,-101.03,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
944,7457,,,-882.025,,,-95.78,-72.31,-88.5,-91.33,5.0,5.0,0.0,-0.805459,-3.495602,False
945,8707,-97.47,,,-101.75,-97.775,,,-97.33,-95.66,3.0,4.0,2.0,-8050460000.0,-3.495406,False
946,8896,,-93.56,,-82.94,-94.935,,-101.41,-96.186,-961.725,2.0,4.0,3.0,-8049610000.0,-34953070000.0,False
947,2118,-98.748,-106.79,-98.396,-100.32,-89.395,,-100.03,-95.44,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
948,9102,-87.52,,-77.57,-75.07,-89.69,,-92.815,-97.496,-967.925,2.0,3.0,4.0,-0.804873,-3.495047,False
949,5725,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-93.005,-103.03,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
950,6499,-103.705,-110.425,,-110.33,-104.38,-106.59,,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
951,501,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
952,4521,,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-92.09,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
953,5826,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-97.965,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
954,4823,,-115.0,-98.49,-115.0,-103.315,-101.13,-100.81,-99.32,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
955,1539,,-107.2,,-111.5,,,-104.23,-104.29,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
956,5715,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-93.005,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
957,1211,,-107.2,-107.01,-108.43,,,-103.065,-102.11,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
958,2996,-115.0,-115.0,-115.0,-115.0,-92.08,-94.59,,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
959,8456,,,-96.04,-99.26,-98.405,,-97.91,-99.194,-86.79,5.0,7.0,2.0,-0.805136,-3.495981,False
960,8826,,-94.4,,,-97.725,-96.66,-85.4,-102.688,-91.58,4.0,7.0,2.0,-0.804993,-3.495952,False
